ontology,semantic_block_id,semantic_block_name,root_node,semantic_cluster_id,n_terms,representative_go_ids,representative_terms,cluster_method,semantic_similarity_cutoff,semantic_block_n_terms,preblock_method,preblock_go_id
BP,BP_GO_0002697,regulation of immune effector process,biological_process,BP_GO_0002697_7,1,GO:1903028,positive regulation of opsonization,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,12,go_ancestor_prepartition,GO:0002697
BP,BP_GO_0002757,immune response-activating signaling pathway,biological_process,BP_GO_0002757_1,4,GO:0002429; GO:0002430; GO:0050852; GO:0050853,immune response-activating cell surface receptor signaling pathway; complement receptor mediated signaling pathway; T cell receptor signaling pathway; B cell receptor signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0002757
BP,BP_GO_0002757,immune response-activating signaling pathway,biological_process,BP_GO_0002757_2,1,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0002757
BP,BP_GO_0002757,immune response-activating signaling pathway,biological_process,BP_GO_0002757_3,2,GO:0050862; GO:0060369,positive regulation of T cell receptor signaling pathway; positive regulation of Fc receptor mediated stimulatory signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0002757
BP,BP_GO_0002764,immune response-regulating signaling pathway,biological_process,BP_GO_0002764_1,4,GO:0002767; GO:0002768; GO:0038094; GO:0038095,immune response-inhibiting cell surface receptor signaling pathway; immune response-regulating cell surface receptor signaling pathway; Fc-gamma receptor signaling pathway; Fc-epsilon receptor signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0002764
BP,BP_GO_0002831,regulation of response to biotic stimulus,biological_process,BP_GO_0002831_singleton_1,1,GO:0002230,positive regulation of defense response to virus by host,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0002831
BP,BP_GO_0003007,heart morphogenesis,biological_process,BP_GO_0003007_1,1,GO:0001947,heart looping,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,18,go_ancestor_prepartition,GO:0003007
BP,BP_GO_0003007,heart morphogenesis,biological_process,BP_GO_0003007_2,2,GO:0003007; GO:0003151,heart morphogenesis; outflow tract morphogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,18,go_ancestor_prepartition,GO:0003007
BP,BP_GO_0003007,heart morphogenesis,biological_process,BP_GO_0003007_3,1,GO:0003139,secondary heart field specification,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,18,go_ancestor_prepartition,GO:0003007
BP,BP_GO_0003007,heart morphogenesis,biological_process,BP_GO_0003007_4,4,GO:0003148; GO:0003149; GO:0060411; GO:0060412,outflow tract septum morphogenesis; membranous septum morphogenesis; cardiac septum morphogenesis; ventricular septum morphogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,18,go_ancestor_prepartition,GO:0003007
BP,BP_GO_0003007,heart morphogenesis,biological_process,BP_GO_0003007_5,3,GO:0003208; GO:0003214; GO:0003215,cardiac ventricle morphogenesis; cardiac left ventricle morphogenesis; cardiac right ventricle morphogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,18,go_ancestor_prepartition,GO:0003007
BP,BP_GO_0003007,heart morphogenesis,biological_process,BP_GO_0003007_6,4,GO:0003222; GO:0003223; GO:0055008; GO:0055010,ventricular trabecula myocardium morphogenesis; ventricular compact myocardium morphogenesis; cardiac muscle tissue morphogenesis; ventricular cardiac muscle tissue morphogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,18,go_ancestor_prepartition,GO:0003007
BP,BP_GO_0003007,heart morphogenesis,biological_process,BP_GO_0003007_7,2,GO:0003289; GO:0060413,atrial septum primum morphogenesis; atrial septum morphogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,18,go_ancestor_prepartition,GO:0003007
BP,BP_GO_0003007,heart morphogenesis,biological_process,BP_GO_0003007_8,1,GO:0060347,heart trabecula formation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,18,go_ancestor_prepartition,GO:0003007
BP,BP_GO_0003008,system process,biological_process,BP_GO_0003008_1,1,GO:0003008,system process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0003008
BP,BP_GO_0003008,system process,biological_process,BP_GO_0003008_2,1,GO:0003094,glomerular filtration,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0003008
BP,BP_GO_0003008,system process,biological_process,BP_GO_0003008_3,1,GO:0030299,intestinal cholesterol absorption,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0003008
BP,BP_GO_0003008,system process,biological_process,BP_GO_0003008_4,1,GO:0050892,intestinal absorption,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0003008
BP,BP_GO_0003008,system process,biological_process,BP_GO_0003008_5,1,GO:0070293,renal absorption,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0003008
BP,BP_GO_0003012,muscle system process,biological_process,BP_GO_0003012_1,1,GO:0003300,cardiac muscle hypertrophy,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0003012
BP,BP_GO_0003012,muscle system process,biological_process,BP_GO_0003012_2,2,GO:0010613; GO:0010614,positive regulation of cardiac muscle hypertrophy; negative regulation of cardiac muscle hypertrophy,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0003012
BP,BP_GO_0003012,muscle system process,biological_process,BP_GO_0003012_3,1,GO:0014805,smooth muscle adaptation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0003012
BP,BP_GO_0003012,muscle system process,biological_process,BP_GO_0003012_4,1,GO:0055119,relaxation of cardiac muscle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0003012
BP,BP_GO_0003012,muscle system process,biological_process,BP_GO_0003012_5,1,GO:1903243,negative regulation of cardiac muscle hypertrophy in response to stress,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0003012
BP,BP_GO_0003012,muscle system process,biological_process,BP_GO_0003012_6,1,GO:1903244,positive regulation of cardiac muscle hypertrophy in response to stress,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0003012
BP,BP_GO_0003013,circulatory system process,biological_process,BP_GO_0003013_1,2,GO:0150104; GO:1990962,transport across blood-brain barrier; xenobiotic transport across blood-brain barrier,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2,go_ancestor_prepartition,GO:0003013
BP,BP_GO_0003015,heart process,biological_process,BP_GO_0003015_singleton_1,1,GO:0003015,heart process,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0003015
BP,BP_GO_0005975,carbohydrate metabolic process,biological_process,BP_GO_0005975_1,1,GO:0000271,polysaccharide biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0005975
BP,BP_GO_0005975,carbohydrate metabolic process,biological_process,BP_GO_0005975_2,2,GO:0005975; GO:0009311,carbohydrate metabolic process; oligosaccharide metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0005975
BP,BP_GO_0005975,carbohydrate metabolic process,biological_process,BP_GO_0005975_3,5,GO:0006000; GO:0006006; GO:0006012; GO:0006013; GO:0019318,fructose metabolic process; glucose metabolic process; galactose metabolic process; mannose metabolic process; hexose metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0005975
BP,BP_GO_0005975,carbohydrate metabolic process,biological_process,BP_GO_0005975_4,1,GO:0006094,gluconeogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0005975
BP,BP_GO_0005975,carbohydrate metabolic process,biological_process,BP_GO_0005975_5,2,GO:0009312; GO:0016051,oligosaccharide biosynthetic process; carbohydrate biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0005975
BP,BP_GO_0005975,carbohydrate metabolic process,biological_process,BP_GO_0005975_6,1,GO:0033499,galactose catabolic process via UDP-galactose,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0005975
BP,BP_GO_0005975,carbohydrate metabolic process,biological_process,BP_GO_0005975_7,1,GO:0042355,L-fucose catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0005975
BP,BP_GO_0005975,carbohydrate metabolic process,biological_process,BP_GO_0005975_8,1,GO:1900127,positive regulation of hyaluronan biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0005975
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_1,1,GO:0006021,inositol biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_10,1,GO:0019563,glycerol catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_11,1,GO:0034650,cortisol metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_12,1,GO:0034651,cortisol biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_13,1,GO:0036378,calcitriol biosynthetic process from calciol,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_14,1,GO:0042572,retinol metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_15,2,GO:0043647; GO:0071543,inositol phosphate metabolic process; diphosphoinositol polyphosphate metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_16,1,GO:0044598,doxorubicin metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_17,1,GO:0046512,sphingosine biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_18,1,GO:0071544,diphosphoinositol polyphosphate catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_2,1,GO:0006066,alcohol metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_3,1,GO:0006068,ethanol catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_4,1,GO:0006071,glycerol metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_5,1,GO:0006102,isocitrate metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_6,4,GO:0006695; GO:0033489; GO:0033490; GO:0036197,cholesterol biosynthetic process; cholesterol biosynthetic process via desmosterol; cholesterol biosynthetic process via lathosterol; zymosterol biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_7,1,GO:0006707,cholesterol catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_8,1,GO:0006729,tetrahydrobiopterin biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006066,alcohol metabolic process,biological_process,BP_GO_0006066_9,1,GO:0008203,cholesterol metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,22,go_ancestor_prepartition,GO:0006066
BP,BP_GO_0006082,organic acid metabolic process,biological_process,BP_GO_0006082_singleton_1,1,GO:0019530,taurine metabolic process,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0006082
BP,BP_GO_0006091,generation of precursor metabolites and energy,biological_process,BP_GO_0006091_1,2,GO:0006091; GO:0022900,generation of precursor metabolites and energy; electron transport chain,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2,go_ancestor_prepartition,GO:0006091
BP,BP_GO_0006139,nucleobase-containing compound metabolic process,biological_process,BP_GO_0006139_singleton_1,1,GO:0006139,nucleobase-containing compound metabolic process,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0006139
BP,BP_GO_0006163,purine nucleotide metabolic process,biological_process,BP_GO_0006163_1,2,GO:0006098; GO:0009052,"pentose-phosphate shunt; pentose-phosphate shunt, non-oxidative branch",GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0006163
BP,BP_GO_0006163,purine nucleotide metabolic process,biological_process,BP_GO_0006163_2,1,GO:0006739,NADP metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0006163
BP,BP_GO_0006163,purine nucleotide metabolic process,biological_process,BP_GO_0006163_3,1,GO:0019674,NAD metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0006163
BP,BP_GO_0006163,purine nucleotide metabolic process,biological_process,BP_GO_0006163_4,1,GO:0019677,NAD catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0006163
BP,BP_GO_0006163,purine nucleotide metabolic process,biological_process,BP_GO_0006163_5,1,GO:0043490,malate-aspartate shuttle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0006163
BP,BP_GO_0006259,DNA metabolic process,biological_process,BP_GO_0006259_1,4,GO:0006259; GO:0006310; GO:0006312; GO:0035825,DNA metabolic process; DNA recombination; mitotic recombination; homologous recombination,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,17,go_ancestor_prepartition,GO:0006259
BP,BP_GO_0006259,DNA metabolic process,biological_process,BP_GO_0006259_2,3,GO:0006260; GO:0006261; GO:0006264,DNA replication; DNA-dependent DNA replication; mitochondrial DNA replication,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,17,go_ancestor_prepartition,GO:0006259
BP,BP_GO_0006259,DNA metabolic process,biological_process,BP_GO_0006259_3,4,GO:0006270; GO:0006271; GO:0031297; GO:0110025,DNA replication initiation; DNA strand elongation involved in DNA replication; replication fork processing; DNA strand resection involved in replication fork processing,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,17,go_ancestor_prepartition,GO:0006259
